program,flags,file_size,total_lines,instructions,functions,basic_blocks,load_instructions,store_instructions,call_instructions,runtime_seconds,peak_memory_mb
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-inline']",24145,596,294,8,0,10,12,68,1.674056,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-inline', '-instcombine']",23224,576,274,8,0,10,12,68,1.624999,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-inline', '-instcombine', '-gvn']",23224,576,274,8,0,10,12,68,1.62533,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.627768,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.625534,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.671302,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg']",24145,596,294,8,0,10,12,68,1.673745,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-inline']",24145,596,294,8,0,10,12,68,1.670448,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-inline', '-gvn']",23224,576,274,8,0,10,12,68,1.625834,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-inline', '-gvn', '-instcombine']",23224,576,274,8,0,10,12,68,1.630954,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.632705,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.621651,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.673785,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg']",24145,596,294,8,0,10,12,68,1.679652,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-instcombine']",23224,576,274,8,0,10,12,68,1.632987,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-instcombine', '-inline']",23224,576,274,8,0,10,12,68,1.638817,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-instcombine', '-inline', '-gvn']",23224,576,274,8,0,10,12,68,1.635297,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.62746,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.660062,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.71085,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg']",24145,596,294,8,0,10,12,68,1.706124,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-instcombine']",23224,576,274,8,0,10,12,68,1.628059,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-instcombine', '-gvn']",23224,576,274,8,0,10,12,68,1.630517,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-instcombine', '-gvn', '-inline']",23224,576,274,8,0,10,12,68,1.625034,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.629225,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.619749,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.675512,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg']",24145,596,294,8,0,10,12,68,1.68204,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-gvn']",23224,576,274,8,0,10,12,68,1.644751,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-gvn', '-inline']",23224,576,274,8,0,10,12,68,1.647359,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-gvn', '-inline', '-instcombine']",23224,576,274,8,0,10,12,68,1.625105,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.627969,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.625869,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.679172,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg']",24145,596,294,8,0,10,12,68,1.705708,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-gvn']",23224,576,274,8,0,10,12,68,1.63878,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-gvn', '-instcombine']",23224,576,274,8,0,10,12,68,1.65679,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg', '-gvn', '-instcombine', '-inline']",23224,576,274,8,0,10,12,68,1.669271,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.624934,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.605254,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.680012,1.0
matrix_multiplication,"['-loop-unroll', '-instcombine']",23224,576,274,8,0,10,12,68,1.640528,1.0
matrix_multiplication,"['-loop-unroll', '-instcombine', '-inline']",23224,576,274,8,0,10,12,68,1.634409,1.0
matrix_multiplication,"['-loop-unroll', '-instcombine', '-inline', '-mem2reg']",23224,576,274,8,0,10,12,68,1.607672,1.0
matrix_multiplication,"['-loop-unroll', '-instcombine', '-inline', '-mem2reg', '-gvn']",23224,576,274,8,0,10,12,68,1.611771,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.60972,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.610038,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.667408,1.25
